Date,Open,High,Low,Close,Adj Close,Volume
2020-03-31,1739.2900390625,1757.81005859375,1722.6199951171875,1754.6400146484375,1754.6400146484375,1037500
2020-04-01,1737.280029296875,1762.43994140625,1685.3699951171875,1685.4599609375,1685.4599609375,1243600
2020-04-02,1693.530029296875,1726.760009765625,1664.1300048828125,1724.8599853515625,1724.8599853515625,766300
2020-04-03,1731.1700439453125,1743.9100341796875,1706.6800537109375,1725.43994140625,1725.43994140625,1000100
2020-04-06,1745.25,1794.18994140625,1742.6700439453125,1791.8800048828125,1791.8800048828125,1219400
2020-04-07,1826.719970703125,1838.969970703125,1791.9200439453125,1823.5999755859375,1823.5999755859375,951400
2020-04-08,1815.75,1842.1600341796875,1801.800048828125,1807.1400146484375,1807.1400146484375,907500
2020-04-09,1838.0899658203125,1839.3299560546875,1818.300048828125,1836.2099609375,1836.2099609375,920600
2020-04-10,1835.760009765625,1861.0999755859375,1824.4300537109375,1860.699951171875,1860.699951171875,992500
2020-04-13,1853.300048828125,1853.300048828125,1825.760009765625,1825.760009765625,1825.760009765625,1017800
2020-04-14,1846.4100341796875,1864.4599609375,1837.1700439453125,1857.0799560546875,1857.0799560546875,886800
2020-04-16,1839.510009765625,1862.22998046875,1828.1300048828125,1857.0699462890625,1857.0699462890625,878300
2020-04-17,1893.31005859375,1926.02001953125,1893.18994140625,1914.530029296875,1914.530029296875,1667500
2020-04-20,1908.3399658203125,1925.25,1893.1700439453125,1898.3599853515625,1898.3599853515625,1087500
2020-04-21,1886.780029296875,1898.3199462890625,1841.6600341796875,1879.3800048828125,1879.3800048828125,1174300
2020-04-22,1855.510009765625,1897.9000244140625,1844.8499755859375,1896.1500244140625,1896.1500244140625,820400
2020-04-23,1907.449951171875,1923.530029296875,1895.97998046875,1914.72998046875,1914.72998046875,683700
2020-04-24,1906.0699462890625,1908.2900390625,1880.7099609375,1889.010009765625,1889.010009765625,933900
2020-04-27,1897.06005859375,1929.8199462890625,1894.6199951171875,1922.77001953125,1922.77001953125,735700
2020-04-28,1931.25,1941.7900390625,1911.6300048828125,1934.0899658203125,1934.0899658203125,1173500
2020-04-29,1936.8900146484375,1957.510009765625,1934.31005859375,1947.56005859375,1947.56005859375,1984200
2020-05-04,1906.4200439453125,1918.6600341796875,1894.2900390625,1895.3699951171875,1895.3699951171875,1146900
2020-05-06,1919.449951171875,1928.760009765625,1919.449951171875,1928.760009765625,1928.760009765625,1082200
2020-05-07,1922.0,1938.5,1918.5699462890625,1928.6099853515625,1928.6099853515625,775700
2020-05-08,1944.93994140625,1956.8900146484375,1942.5400390625,1945.8199462890625,1945.8199462890625,784500
2020-05-11,1953.510009765625,1960.4599609375,1932.8699951171875,1935.4000244140625,1935.4000244140625,591100
2020-05-12,1938.6199951171875,1938.6199951171875,1905.1700439453125,1922.1700439453125,1922.1700439453125,799900
2020-05-13,1897.5,1940.4200439453125,1897.239990234375,1940.4200439453125,1940.4200439453125,618800
2020-05-14,1922.43994140625,1931.4300537109375,1913.489990234375,1924.9599609375,1924.9599609375,760600
2020-05-15,1937.6300048828125,1938.5899658203125,1913.2099609375,1927.280029296875,1927.280029296875,866400
2020-05-18,1934.510009765625,1943.0699462890625,1921.1400146484375,1937.1099853515625,1937.1099853515625,761700
2020-05-19,1977.469970703125,1983.77001953125,1968.5899658203125,1980.6099853515625,1980.6099853515625,773400
2020-05-20,1972.1199951171875,1992.199951171875,1972.1199951171875,1989.6400146484375,1989.6400146484375,699400
2020-05-21,2003.199951171875,2004.949951171875,1993.0,1998.31005859375,1998.31005859375,600900
2020-05-22,2001.5999755859375,2002.6500244140625,1961.4000244140625,1970.1300048828125,1970.1300048828125,847500
2020-05-25,1980.510009765625,1994.9000244140625,1967.8399658203125,1994.5999755859375,1994.5999755859375,641500
2020-05-26,2001.0,2029.8900146484375,1997.93994140625,2029.780029296875,2029.780029296875,1017800
2020-05-27,2027.9000244140625,2043.43994140625,2019.8199462890625,2031.199951171875,2031.199951171875,1178800
2020-05-28,2047.0799560546875,2054.52001953125,2003.75,2028.5400390625,2028.5400390625,1172100
2020-05-29,2018.3699951171875,2038.8900146484375,2006.6199951171875,2029.5999755859375,2029.5999755859375,1086200
2020-06-01,2037.0400390625,2065.3798828125,2035.6300048828125,2065.080078125,2065.080078125,997300
2020-06-02,2061.449951171875,2089.429931640625,2059.139892578125,2087.18994140625,2087.18994140625,1000300
2020-06-03,2108.550048828125,2156.550048828125,2107.68994140625,2147.0,2147.0,1152000
2020-06-04,2181.639892578125,2191.0,2139.679931640625,2151.179931640625,2151.179931640625,1393300
2020-06-05,2151.169921875,2187.25,2138.179931640625,2181.8701171875,2181.8701171875,854600
2020-06-08,2215.60009765625,2217.2099609375,2174.9599609375,2184.2900390625,2184.2900390625,854000
2020-06-09,2206.22998046875,2212.169921875,2166.010009765625,2188.919921875,2188.919921875,817100
2020-06-10,2187.909912109375,2200.679931640625,2178.1201171875,2195.68994140625,2195.68994140625,706300
2020-06-11,2184.360107421875,2200.719970703125,2148.510009765625,2176.780029296875,2176.780029296875,827400
2020-06-12,2088.239990234375,2137.1201171875,2084.6298828125,2132.300048828125,2132.300048828125,689900
2020-06-15,2114.409912109375,2129.669921875,2030.8199462890625,2030.8199462890625,2030.8199462890625,1071600
2020-06-16,2091.090087890625,2138.080078125,2079.02001953125,2138.050048828125,2138.050048828125,973300
2020-06-17,2133.179931640625,2154.3701171875,2105.260009765625,2141.050048828125,2141.050048828125,927200
2020-06-18,2134.35009765625,2145.1298828125,2120.2900390625,2133.47998046875,2133.47998046875,767100
2020-06-19,2153.090087890625,2153.570068359375,2108.909912109375,2141.320068359375,2141.320068359375,1079300
2020-06-22,2126.3798828125,2142.8798828125,2122.10009765625,2126.72998046875,2126.72998046875,789400
2020-06-23,2149.1298828125,2158.14990234375,2110.510009765625,2131.239990234375,2131.239990234375,917600
2020-06-24,2145.929931640625,2171.860107421875,2143.909912109375,2161.510009765625,2161.510009765625,913900
2020-06-25,2130.449951171875,2143.330078125,2112.3701171875,2112.3701171875,2112.3701171875,1017700
2020-06-26,2137.469970703125,2142.0400390625,2115.25,2134.64990234375,2134.64990234375,761000
2020-06-29,2105.5400390625,2120.5,2087.840087890625,2093.47998046875,2093.47998046875,643200
2020-06-30,2124.3798828125,2134.3798828125,2108.260009765625,2108.330078125,2108.330078125,708600
2020-07-01,2128.81005859375,2133.550048828125,2101.330078125,2106.699951171875,2106.699951171875,1116200
2020-07-02,2116.719970703125,2135.3701171875,2113.97998046875,2135.3701171875,2135.3701171875,1092000
2020-07-03,2147.889892578125,2153.5400390625,2135.300048828125,2152.409912109375,2152.409912109375,770100
2020-07-06,2158.949951171875,2191.280029296875,2157.7099609375,2187.929931640625,2187.929931640625,666900
2020-07-07,2202.0400390625,2206.7900390625,2164.030029296875,2164.169921875,2164.169921875,847400
2020-07-08,2166.760009765625,2173.830078125,2150.889892578125,2158.8798828125,2158.8798828125,677800
2020-07-09,2171.14990234375,2181.47998046875,2166.739990234375,2167.89990234375,2167.89990234375,619400
2020-07-10,2171.43994140625,2171.52001953125,2140.2900390625,2150.25,2150.25,887000
2020-07-13,2170.510009765625,2188.800048828125,2163.070068359375,2186.06005859375,2186.06005859375,650200
2020-07-14,2176.429931640625,2183.610107421875,2165.60009765625,2183.610107421875,2183.610107421875,811000
2020-07-15,2208.72998046875,2216.969970703125,2190.659912109375,2201.8798828125,2201.8798828125,830300
2020-07-16,2203.300048828125,2207.340087890625,2177.820068359375,2183.760009765625,2183.760009765625,784600
2020-07-17,2187.85009765625,2204.199951171875,2187.85009765625,2201.18994140625,2201.18994140625,569300
2020-07-20,2209.590087890625,2209.590087890625,2183.830078125,2198.199951171875,2198.199951171875,686800
2020-07-21,2219.18994140625,2234.860107421875,2214.280029296875,2228.830078125,2228.830078125,918500
2020-07-22,2228.199951171875,2238.860107421875,2221.6201171875,2228.659912109375,2228.659912109375,856200
2020-07-23,2227.239990234375,2227.239990234375,2202.989990234375,2216.18994140625,2216.18994140625,934400
2020-07-24,2196.72998046875,2219.570068359375,2195.489990234375,2200.43994140625,2200.43994140625,1001000
2020-07-27,2203.47998046875,2231.25,2203.47998046875,2217.860107421875,2217.860107421875,928600
2020-07-28,2238.18994140625,2266.0,2237.2099609375,2256.989990234375,2256.989990234375,866700
2020-07-29,2258.35009765625,2276.7900390625,2252.239990234375,2263.159912109375,2263.159912109375,899300
2020-07-30,2275.330078125,2281.330078125,2263.81005859375,2267.010009765625,2267.010009765625,712900
2020-07-31,2278.530029296875,2281.409912109375,2248.489990234375,2249.3701171875,2249.3701171875,739700
2020-08-03,2251.64990234375,2254.3798828125,2237.0400390625,2251.0400390625,2251.0400390625,648500
2020-08-04,2272.330078125,2284.659912109375,2269.68994140625,2279.969970703125,2279.969970703125,722800
2020-08-05,2289.22998046875,2312.139892578125,2283.949951171875,2311.860107421875,2311.860107421875,841200
2020-08-06,2322.639892578125,2352.47998046875,2322.639892578125,2342.610107421875,2342.610107421875,797000
2020-08-07,2349.25,2362.239990234375,2333.6201171875,2351.669921875,2351.669921875,812600
2020-08-10,2353.919921875,2390.510009765625,2349.330078125,2386.3798828125,2386.3798828125,784400
2020-08-11,2396.110107421875,2429.360107421875,2396.110107421875,2418.669921875,2418.669921875,843400
2020-08-12,2414.780029296875,2432.85009765625,2393.27001953125,2432.35009765625,2432.35009765625,752900
2020-08-13,2455.280029296875,2458.169921875,2412.489990234375,2437.530029296875,2437.530029296875,907200
2020-08-14,2427.85009765625,2435.0,2383.68994140625,2407.489990234375,2407.489990234375,968100
2020-08-18,2405.840087890625,2419.64990234375,2336.780029296875,2348.239990234375,2348.239990234375,909800
2020-08-19,2370.8701171875,2380.10009765625,2353.169921875,2360.5400390625,2360.5400390625,638000
2020-08-20,2339.909912109375,2357.080078125,2270.85009765625,2274.219970703125,2274.219970703125,903700
2020-08-21,2306.159912109375,2329.340087890625,2280.969970703125,2304.590087890625,2304.590087890625,865700
2020-08-24,2309.3798828125,2332.330078125,2283.47998046875,2329.830078125,2329.830078125,649300
2020-08-25,2352.14990234375,2369.780029296875,2340.969970703125,2366.72998046875,2366.72998046875,771600
2020-08-26,2367.739990234375,2374.679931640625,2336.97998046875,2369.320068359375,2369.320068359375,956500
2020-08-27,2371.949951171875,2373.360107421875,2344.3798828125,2344.449951171875,2344.449951171875,913700
2020-08-28,2362.219970703125,2379.260009765625,2345.280029296875,2353.800048828125,2353.800048828125,1297300
2020-08-31,2377.090087890625,2381.5,2326.06005859375,2326.169921875,2326.169921875,1647800
2020-09-01,2340.18994140625,2355.89990234375,2331.22998046875,2349.550048828125,2349.550048828125,1085200
2020-09-02,2363.429931640625,2369.570068359375,2341.2900390625,2364.3701171875,2364.3701171875,1429300
2020-09-03,2383.260009765625,2401.780029296875,2382.22998046875,2395.89990234375,2395.89990234375,981500
2020-09-04,2332.679931640625,2371.02001953125,2332.679931640625,2368.25,2368.25,1351000
2020-09-07,2369.85009765625,2387.489990234375,2362.419921875,2384.219970703125,2384.219970703125,1197400
2020-09-08,2402.659912109375,2407.56005859375,2391.429931640625,2401.909912109375,2401.909912109375,979400
2020-09-09,2372.530029296875,2388.85009765625,2369.1201171875,2375.81005859375,2375.81005859375,946200
2020-09-10,2404.830078125,2406.679931640625,2388.56005859375,2396.47998046875,2396.47998046875,1064600
2020-09-11,2389.760009765625,2397.56005859375,2374.0,2396.68994140625,2396.68994140625,882900
2020-09-14,2418.330078125,2429.070068359375,2410.7900390625,2427.909912109375,2427.909912109375,963100
2020-09-15,2434.590087890625,2444.570068359375,2423.7900390625,2443.580078125,2443.580078125,850000
2020-09-16,2442.719970703125,2450.530029296875,2429.93994140625,2435.919921875,2435.919921875,772900
2020-09-17,2430.77001953125,2437.02001953125,2398.68994140625,2406.169921875,2406.169921875,853700
2020-09-18,2413.530029296875,2417.81005859375,2396.330078125,2412.39990234375,2412.39990234375,756500
2020-09-21,2412.43994140625,2427.169921875,2379.3798828125,2389.389892578125,2389.389892578125,1042000
2020-09-22,2388.139892578125,2388.489990234375,2323.580078125,2332.590087890625,2332.590087890625,1051000
2020-09-23,2352.56005859375,2354.4599609375,2287.43994140625,2333.239990234375,2333.239990234375,735000
2020-09-24,2295.6201171875,2309.739990234375,2268.8798828125,2272.699951171875,2272.699951171875,714900
2020-09-25,2295.18994140625,2296.360107421875,2267.6298828125,2278.7900390625,2278.7900390625,698000
2020-09-28,2301.159912109375,2314.81005859375,2291.320068359375,2308.080078125,2308.080078125,606000
2020-09-29,2331.510009765625,2339.830078125,2320.0400390625,2327.889892578125,2327.889892578125,646200
2020-10-05,2330.550048828125,2364.72998046875,2327.830078125,2358.0,2358.0,763600
2020-10-06,2369.169921875,2378.280029296875,2355.389892578125,2365.89990234375,2365.89990234375,861800
2020-10-07,2350.820068359375,2387.449951171875,2347.820068359375,2386.93994140625,2386.93994140625,735800
2020-10-08,2408.489990234375,2409.010009765625,2383.820068359375,2391.9599609375,2391.9599609375,961700
2020-10-12,2404.179931640625,2409.419921875,2393.739990234375,2403.72998046875,2403.72998046875,843600
2020-10-13,2416.85009765625,2418.889892578125,2385.8701171875,2403.14990234375,2403.14990234375,724900
2020-10-14,2403.739990234375,2405.56005859375,2375.5400390625,2380.47998046875,2380.47998046875,901200
2020-10-15,2375.909912109375,2376.72998046875,2348.739990234375,2361.2099609375,2361.2099609375,1165500
2020-10-16,2363.8798828125,2370.72998046875,2325.030029296875,2341.530029296875,2341.530029296875,920200
2020-10-19,2352.919921875,2364.25,2344.77001953125,2346.739990234375,2346.739990234375,930800
2020-10-20,2333.56005859375,2358.409912109375,2322.06005859375,2358.409912109375,2358.409912109375,870300
2020-10-21,2363.030029296875,2371.739990234375,2356.320068359375,2370.860107421875,2370.860107421875,810400
2020-10-22,2355.610107421875,2360.219970703125,2339.72998046875,2355.050048828125,2355.050048828125,814000
2020-10-23,2364.840087890625,2368.570068359375,2344.489990234375,2360.81005859375,2360.81005859375,890400
2020-10-26,2366.5,2374.5,2342.580078125,2343.909912109375,2343.909912109375,822300
2020-10-27,2328.659912109375,2349.330078125,2321.22998046875,2330.840087890625,2330.840087890625,666900
2020-10-28,2324.179931640625,2345.4599609375,2316.469970703125,2345.260009765625,2345.260009765625,705200
2020-10-29,2312.340087890625,2330.169921875,2299.909912109375,2326.669921875,2326.669921875,509100
2020-10-30,2319.56005859375,2320.199951171875,2266.929931640625,2267.14990234375,2267.14990234375,795600
2020-11-02,2276.610107421875,2302.639892578125,2267.949951171875,2300.159912109375,2300.159912109375,678500
2020-11-03,2315.81005859375,2344.77001953125,2315.300048828125,2343.31005859375,2343.31005859375,887400
2020-11-04,2361.320068359375,2371.139892578125,2339.949951171875,2357.320068359375,2357.320068359375,986800
2020-11-05,2373.409912109375,2413.7900390625,2370.85009765625,2413.7900390625,2413.7900390625,702000
2020-11-06,2421.7900390625,2431.110107421875,2404.969970703125,2416.5,2416.5,825600
2020-11-09,2438.6298828125,2459.14990234375,2434.52001953125,2447.199951171875,2447.199951171875,1354900
2020-11-10,2453.949951171875,2457.93994140625,2435.590087890625,2452.830078125,2452.830078125,1464200
2020-11-11,2459.5,2488.0400390625,2459.5,2485.8701171875,2485.8701171875,1272000
2020-11-12,2482.679931640625,2488.7900390625,2467.0400390625,2475.6201171875,2475.6201171875,1278100
2020-11-13,2470.1201171875,2495.77001953125,2460.9599609375,2493.8701171875,2493.8701171875,1072400
2020-11-16,2507.4599609375,2546.3701171875,2507.4599609375,2543.030029296875,2543.030029296875,1239100
2020-11-17,2544.1201171875,2556.090087890625,2533.340087890625,2539.14990234375,2539.14990234375,1266400
2020-11-18,2548.85009765625,2553.949951171875,2536.780029296875,2545.639892578125,2545.639892578125,923500
2020-11-19,2536.889892578125,2548.949951171875,2529.530029296875,2547.419921875,2547.419921875,976500
2020-11-20,2544.06005859375,2558.2099609375,2539.7900390625,2553.5,2553.5,1128900
2020-11-23,2560.0400390625,2605.580078125,2553.699951171875,2602.590087890625,2602.590087890625,1648900
2020-11-24,2616.280029296875,2628.52001953125,2605.030029296875,2617.760009765625,2617.760009765625,1364500
2020-11-25,2637.340087890625,2642.260009765625,2583.409912109375,2601.5400390625,2601.5400390625,1410100
2020-11-26,2605.72998046875,2625.969970703125,2592.429931640625,2625.909912109375,2625.909912109375,1387400
2020-11-27,2624.800048828125,2635.0,2618.469970703125,2633.449951171875,2633.449951171875,1196000
2020-11-30,2648.050048828125,2648.659912109375,2591.340087890625,2591.340087890625,2591.340087890625,1311800
2020-12-01,2613.419921875,2638.8701171875,2611.669921875,2634.25,2634.25,1150300
2020-12-02,2645.8798828125,2677.260009765625,2644.530029296875,2675.89990234375,2675.89990234375,1076200
2020-12-03,2686.3798828125,2696.219970703125,2672.85009765625,2696.219970703125,2696.219970703125,817100
2020-12-04,2705.340087890625,2742.77001953125,2705.340087890625,2731.449951171875,2731.449951171875,1778900
2020-12-07,2738.110107421875,2754.010009765625,2711.419921875,2745.43994140625,2745.43994140625,1499300
2020-12-08,2745.1298828125,2747.449951171875,2700.919921875,2700.929931640625,2700.929931640625,1414300
2020-12-09,2703.300048828125,2755.469970703125,2703.300048828125,2755.469970703125,2755.469970703125,1252300
2020-12-10,2750.340087890625,2765.4599609375,2718.699951171875,2746.4599609375,2746.4599609375,1227700
2020-12-11,2754.159912109375,2781.0400390625,2754.159912109375,2770.06005859375,2770.06005859375,1215200
2020-12-14,2769.429931640625,2782.7900390625,2755.2900390625,2762.199951171875,2762.199951171875,1113600
2020-12-15,2763.64990234375,2769.3701171875,2735.080078125,2756.820068359375,2756.820068359375,1092700
2020-12-16,2763.639892578125,2781.080078125,2761.5,2771.7900390625,2771.7900390625,1166600
2020-12-17,2769.889892578125,2772.7099609375,2742.25,2770.429931640625,2770.429931640625,1015500
2020-12-18,2770.949951171875,2782.14990234375,2762.800048828125,2772.179931640625,2772.179931640625,1058300
2020-12-21,2771.97998046875,2780.239990234375,2747.090087890625,2778.64990234375,2778.64990234375,1139500
2020-12-22,2772.030029296875,2774.219970703125,2733.639892578125,2733.679931640625,2733.679931640625,1260800
2020-12-23,2737.739990234375,2769.080078125,2716.280029296875,2759.820068359375,2759.820068359375,1121300
2020-12-24,2762.60009765625,2812.159912109375,2762.60009765625,2806.860107421875,2806.860107421875,1030900
2020-12-28,2820.949951171875,2834.590087890625,2799.56005859375,2808.60009765625,2808.60009765625,1006200
2020-12-29,2810.550048828125,2823.43994140625,2792.06005859375,2820.510009765625,2820.510009765625,1046800
2020-12-30,2820.360107421875,2878.2099609375,2809.35009765625,2873.469970703125,2873.469970703125,1074000
2021-01-04,2874.5,2946.5400390625,2869.110107421875,2944.449951171875,2944.449951171875,1026500
2021-01-05,2943.669921875,2990.570068359375,2921.840087890625,2990.570068359375,2990.570068359375,1519900
